application_id,job,job_id,position,tenure_track,date,candidate
2007,2007,Professor,Computer Science,0,2020-05-04 03:07:30,user9074@example.com
2008,2008,Assistant Professor,Art,0,2011-09-08 00:30:10,user8060@example.com
2009,2009,Associate Professor,Art,1,2012-11-27 23:55:25,user1445@example.com
2010,2010,Professor,Computer Science,1,2015-06-03 22:59:22,user8722@example.com
2011,2011,Assistant Professor,Physics,1,2001-07-12 04:25:20,user8068@example.com
2012,2012,Professor,English,0,2009-10-17 13:58:37,user1481@example.com
2013,2013,Assistant Professor,Computer Science,1,2020-09-28 07:39:04,user8292@example.com
2014,2014,Associate Professor,Physics,0,2011-04-02 01:29:34,user5163@example.com
2015,2015,Professor,English,0,2003-06-23 17:04:20,user3652@example.com
2016,2016,Associate Professor,Electrical Engineering,1,2013-07-08 03:37:47,user2901@example.com
2017,2017,Associate Professor,Art,1,2011-08-25 11:30:29,user5525@example.com
2018,2018,Associate Professor,Physics,0,2001-04-08 15:07:58,user2508@example.com
2019,2019,Assistant Professor,English,1,2023-06-11 16:13:01,user6864@example.com
2020,2020,Assistant Professor,English,1,2008-03-19 17:20:20,user3014@example.com
2021,2021,Professor,Computer Science,0,2021-04-07 16:59:27,user6394@example.com
2022,2022,Assistant Professor,Physics,1,2021-11-15 12:00:51,user8247@example.com
2023,2023,Associate Professor,Art,1,2021-03-24 00:08:21,user9632@example.com
2024,2024,Associate Professor,English,1,2020-03-10 03:32:34,user7880@example.com
2025,2025,Assistant Professor,Computer Science,1,2005-06-01 09:49:10,user1389@example.com
2026,2026,Assistant Professor,Computer Science,1,2014-09-01 13:29:01,user6386@example.com
2027,2027,Associate Professor,Mathematics,1,2017-04-06 02:22:37,user7568@example.com
2028,2028,Professor,Computer Science,1,2022-05-20 09:57:36,user8467@example.com
2029,2029,Professor,Computer Science,1,2016-08-19 02:01:00,user6798@example.com
2030,2030,Assistant Professor,Physics,1,2013-04-12 10:50:12,user2776@example.com
2031,2031,Assistant Professor,Art,0,2015-01-28 01:38:38,user1719@example.com
2032,2032,Assistant Professor,Mathematics,1,2007-01-14 01:36:57,user5753@example.com
2033,2033,Professor,English,0,2004-02-02 11:08:38,user4240@example.com
2034,2034,Associate Professor,Electrical Engineering,1,2003-06-23 15:13:45,user6922@example.com
2035,2035,Assistant Professor,Physics,0,2000-12-01 19:20:57,user3863@example.com
2036,2036,Professor,Art,0,2015-04-01 12:05:56,user9095@example.com
2037,2037,Assistant Professor,Physics,1,2000-04-10 22:46:15,user2681@example.com
2038,2038,Professor,Art,1,2022-08-12 16:12:12,user6782@example.com
2039,2039,Associate Professor,Mathematics,1,2002-06-16 01:56:39,user7021@example.com
2040,2040,Professor,Mathematics,0,2013-06-28 15:56:58,user1067@example.com
2041,2041,Assistant Professor,Art,1,2009-08-23 22:31:50,user4998@example.com
2042,2042,Assistant Professor,Physics,1,2004-03-18 09:16:52,user1449@example.com
2043,2043,Professor,Mathematics,1,2000-11-14 10:17:27,user3305@example.com
2044,2044,Associate Professor,Electrical Engineering,1,2004-04-15 16:23:28,user9016@example.com
2045,2045,Professor,Computer Science,1,2010-08-05 12:04:54,user6485@example.com
2046,2046,Assistant Professor,Mathematics,0,2004-09-17 12:06:24,user6173@example.com
2047,2047,Associate Professor,Art,1,2018-12-19 17:45:09,user4764@example.com
2048,2048,Professor,Art,0,2008-04-28 09:54:39,user8246@example.com
2049,2049,Professor,Physics,1,2006-06-27 20:18:31,user7715@example.com
2050,2050,Associate Professor,Art,1,2019-04-19 00:05:06,user5174@example.com
2051,2051,Associate Professor,Physics,1,2008-07-21 15:25:51,user9093@example.com
2052,2052,Associate Professor,English,0,2019-05-25 22:55:48,user8146@example.com
2053,2053,Professor,Electrical Engineering,1,2016-01-12 14:37:14,user8007@example.com
2054,2054,Professor,Computer Science,1,2006-11-05 04:06:50,user9070@example.com
2055,2055,Assistant Professor,Physics,1,2019-02-25 20:44:06,user3311@example.com
2056,2056,Assistant Professor,Art,0,2014-01-02 11:26:40,user4970@example.com
2057,2057,Assistant Professor,Mathematics,0,2017-09-26 11:59:37,user5123@example.com
2058,2058,Assistant Professor,Computer Science,1,2002-11-06 02:31:52,user7064@example.com
2059,2059,Associate Professor,English,1,2007-04-20 09:32:55,user6655@example.com
2060,2060,Assistant Professor,Physics,0,2021-12-24 09:26:49,user3465@example.com
2061,2061,Professor,Electrical Engineering,1,2017-03-27 16:11:41,user4020@example.com
2062,2062,Assistant Professor,Mathematics,1,2006-01-26 17:26:00,user3100@example.com
2063,2063,Professor,Art,0,2000-02-11 22:12:39,user2280@example.com
2064,2064,Associate Professor,Mathematics,1,2006-02-21 11:19:42,user7586@example.com
2065,2065,Assistant Professor,Mathematics,1,2011-10-24 17:19:03,user4543@example.com
2066,2066,Associate Professor,Physics,0,2021-04-24 22:52:25,user5918@example.com
2067,2067,Assistant Professor,Art,0,2005-09-12 04:24:52,user7532@example.com
2068,2068,Assistant Professor,Computer Science,0,2006-12-03 00:24:39,user7144@example.com
2069,2069,Professor,Art,1,2012-05-05 07:44:29,user6878@example.com
2070,2070,Associate Professor,Computer Science,1,2005-05-25 06:51:36,user2446@example.com
2071,2071,Professor,Art,1,2022-06-27 11:47:20,user6718@example.com
2072,2072,Assistant Professor,Art,1,2010-05-13 03:38:13,user7715@example.com
2073,2073,Assistant Professor,Physics,1,2014-04-06 04:52:41,user9460@example.com
2074,2074,Assistant Professor,Electrical Engineering,0,2019-11-25 10:39:48,user5026@example.com
2075,2075,Assistant Professor,Computer Science,1,2022-10-02 08:33:36,user5096@example.com
2076,2076,Assistant Professor,Mathematics,0,2008-04-19 20:06:09,user4389@example.com
2077,2077,Assistant Professor,Mathematics,1,2023-12-04 00:46:15,user3010@example.com
2078,2078,Assistant Professor,Physics,1,2007-12-26 23:52:27,user6011@example.com
2079,2079,Assistant Professor,Art,1,2012-02-12 15:58:06,user9321@example.com
2080,2080,Professor,Art,0,2023-07-17 02:34:20,user1568@example.com
2081,2081,Assistant Professor,Computer Science,1,2021-06-18 08:36:13,user4454@example.com
2082,2082,Professor,Physics,1,2010-09-04 03:45:26,user6431@example.com
2083,2083,Associate Professor,Mathematics,1,2007-10-07 11:57:09,user7130@example.com
2084,2084,Professor,English,0,2009-01-10 04:22:31,user7961@example.com
2085,2085,Assistant Professor,Mathematics,1,2023-12-12 04:52:51,user7428@example.com
2086,2086,Associate Professor,Art,1,2007-11-23 15:25:23,user2607@example.com
2087,2087,Assistant Professor,Art,1,2002-04-05 07:33:20,user6964@example.com
2088,2088,Assistant Professor,Electrical Engineering,0,2010-05-13 09:46:47,user4816@example.com
2089,2089,Professor,Computer Science,0,2009-03-06 12:39:36,user8266@example.com
2090,2090,Professor,English,1,2017-05-02 09:54:59,user1168@example.com
2091,2091,Assistant Professor,Physics,0,2021-03-21 22:16:20,user8324@example.com
2092,2092,Assistant Professor,English,1,2020-11-19 15:57:11,user2901@example.com
2093,2093,Assistant Professor,Mathematics,0,2009-07-14 11:08:23,user9549@example.com
2094,2094,Assistant Professor,English,1,2013-03-23 16:08:51,user3452@example.com
2095,2095,Professor,Art,1,2014-05-20 08:24:20,user5066@example.com
2096,2096,Associate Professor,Computer Science,1,2018-06-08 17:27:51,user9525@example.com
2097,2097,Assistant Professor,Physics,1,2015-10-16 19:14:55,user3244@example.com
2098,2098,Associate Professor,English,0,2017-05-28 14:14:14,user4380@example.com
2099,2099,Professor,Art,1,2012-04-06 02:07:18,user3571@example.com
2100,2100,Associate Professor,Physics,1,2011-11-06 06:02:06,user8510@example.com
2101,2101,Professor,Physics,1,2023-08-12 18:09:27,user2031@example.com
2102,2102,Professor,Art,1,2010-04-08 15:11:35,user7103@example.com
2103,2103,Associate Professor,Physics,0,2001-09-01 13:57:47,user3658@example.com
2104,2104,Professor,English,0,2000-08-20 02:02:04,user5313@example.com
2105,2105,Associate Professor,English,0,2002-11-02 16:12:52,user5629@example.com
2106,2106,Assistant Professor,English,1,2022-07-07 08:29:39,user5814@example.com
2107,2107,Assistant Professor,English,1,2002-02-22 08:26:00,user3666@example.com
2108,2108,Assistant Professor,Electrical Engineering,1,2005-01-17 10:34:34,user2275@example.com
2109,2109,Associate Professor,Mathematics,1,2005-07-01 04:55:13,user3318@example.com
2110,2110,Associate Professor,Computer Science,1,2000-03-23 00:05:13,user9566@example.com
2111,2111,Professor,Electrical Engineering,0,2006-11-25 08:03:03,user7102@example.com
2112,2112,Assistant Professor,Mathematics,0,2006-04-02 23:41:38,user4530@example.com
2113,2113,Professor,Mathematics,1,2020-06-05 23:15:14,user5901@example.com
2114,2114,Assistant Professor,Computer Science,1,2013-08-19 01:20:29,user6039@example.com
2115,2115,Assistant Professor,Mathematics,0,2019-07-05 03:34:24,user4526@example.com
2116,2116,Professor,Electrical Engineering,0,2021-05-11 04:57:57,user9780@example.com
2117,2117,Assistant Professor,Mathematics,1,2021-06-11 01:37:34,user2353@example.com
2118,2118,Professor,Mathematics,0,2020-08-25 09:24:37,user9244@example.com
2119,2119,Assistant Professor,English,1,2016-11-11 15:24:12,user9053@example.com
2120,2120,Professor,Mathematics,0,2003-11-04 02:09:36,user7641@example.com
2121,2121,Assistant Professor,Electrical Engineering,0,2004-08-27 20:48:52,user9284@example.com
2122,2122,Associate Professor,Mathematics,1,2023-10-16 11:50:03,user3952@example.com
2123,2123,Assistant Professor,Physics,1,2010-06-03 12:38:59,user2805@example.com
2124,2124,Associate Professor,Computer Science,0,2008-08-28 15:59:23,user8845@example.com
2125,2125,Professor,Mathematics,1,2008-05-18 23:55:31,user9029@example.com
2126,2126,Professor,Computer Science,0,2004-11-16 10:06:26,user8051@example.com
2127,2127,Assistant Professor,Computer Science,0,2018-01-14 21:56:01,user5588@example.com
2128,2128,Associate Professor,Electrical Engineering,0,2009-06-09 21:53:26,user7596@example.com
2129,2129,Professor,Physics,1,2019-05-02 01:06:32,user5948@example.com
2130,2130,Associate Professor,Art,0,2013-10-20 09:10:14,user1200@example.com
2131,2131,Professor,English,0,2014-12-07 16:25:46,user6664@example.com
2132,2132,Assistant Professor,Art,0,2018-05-01 06:19:11,user7857@example.com
2133,2133,Assistant Professor,Physics,0,2006-04-05 20:01:49,user3115@example.com
2134,2134,Professor,Computer Science,0,2001-10-10 21:08:07,user6806@example.com
2135,2135,Associate Professor,Computer Science,1,2005-07-25 06:12:54,user4783@example.com
2136,2136,Professor,Electrical Engineering,1,2019-01-09 15:40:04,user5827@example.com
2137,2137,Assistant Professor,Art,1,2009-12-21 11:07:48,user5778@example.com
2138,2138,Professor,Electrical Engineering,0,2003-03-24 02:40:34,user6584@example.com
2139,2139,Associate Professor,Electrical Engineering,1,2020-02-02 09:13:02,user8276@example.com
2140,2140,Professor,Mathematics,1,2008-02-06 17:29:20,user9580@example.com
2141,2141,Professor,Physics,1,2008-08-02 21:45:51,user1845@example.com
2142,2142,Assistant Professor,Electrical Engineering,0,2006-04-19 11:02:25,user2953@example.com
2143,2143,Professor,Computer Science,1,2015-09-16 22:01:13,user1395@example.com
2144,2144,Professor,Electrical Engineering,0,2006-12-06 13:57:17,user1986@example.com
2145,2145,Assistant Professor,Physics,0,2021-11-24 05:00:26,user8642@example.com
2146,2146,Professor,English,0,2004-04-21 21:36:12,user2326@example.com
2147,2147,Professor,Art,0,2016-06-24 13:18:06,user7014@example.com
2148,2148,Associate Professor,Art,0,2004-05-16 00:42:06,user1605@example.com
2149,2149,Professor,Computer Science,1,2010-12-06 20:41:12,user4377@example.com
2150,2150,Associate Professor,Art,0,2010-04-23 14:20:26,user1222@example.com
2151,2151,Assistant Professor,English,0,2003-02-12 12:10:24,user2209@example.com
2152,2152,Professor,Physics,1,2013-04-07 02:02:25,user6961@example.com
2153,2153,Associate Professor,Art,1,2010-01-11 16:09:15,user1000@example.com
2154,2154,Associate Professor,Art,0,2001-11-03 19:02:16,user7227@example.com
2155,2155,Assistant Professor,English,0,2002-05-27 22:53:27,user9493@example.com
2156,2156,Assistant Professor,Art,1,2012-01-05 10:59:36,user5027@example.com
2157,2157,Associate Professor,Electrical Engineering,1,2022-08-03 12:27:30,user8024@example.com
2158,2158,Professor,Art,1,2007-05-20 13:40:42,user9796@example.com
2159,2159,Associate Professor,Computer Science,1,2017-12-09 13:09:17,user3722@example.com
2160,2160,Professor,Electrical Engineering,0,2001-05-08 06:47:25,user7362@example.com
2161,2161,Associate Professor,English,0,2016-06-05 12:45:54,user2716@example.com
2162,2162,Assistant Professor,Physics,0,2017-09-28 15:33:09,user7044@example.com
2163,2163,Professor,Mathematics,1,2006-04-22 13:37:41,user1339@example.com
2164,2164,Assistant Professor,English,1,2002-06-02 17:11:04,user2293@example.com
2165,2165,Professor,Computer Science,1,2008-09-02 10:12:20,user1082@example.com
2166,2166,Professor,Art,1,2003-04-17 01:42:28,user8451@example.com
2167,2167,Assistant Professor,Electrical Engineering,0,2008-05-24 21:30:12,user2734@example.com
2168,2168,Professor,Physics,0,2002-04-22 03:12:26,user1841@example.com
2169,2169,Associate Professor,Art,1,2013-11-02 11:57:04,user7917@example.com
2170,2170,Assistant Professor,Art,1,2011-05-10 11:03:38,user3671@example.com
2171,2171,Associate Professor,Mathematics,1,2006-08-22 20:05:37,user3939@example.com
2172,2172,Assistant Professor,English,1,2023-10-24 04:35:44,user3722@example.com
2173,2173,Professor,Mathematics,1,2009-03-22 19:42:13,user7964@example.com
2174,2174,Associate Professor,Computer Science,1,2018-11-22 07:37:31,user3277@example.com
2175,2175,Associate Professor,Computer Science,0,2020-11-02 06:56:52,user9166@example.com
2176,2176,Associate Professor,English,1,2009-07-18 00:08:03,user8274@example.com
2177,2177,Associate Professor,Mathematics,1,2021-07-08 17:18:46,user7774@example.com
2178,2178,Assistant Professor,English,1,2017-12-14 11:58:07,user8358@example.com
2179,2179,Assistant Professor,Computer Science,1,2020-07-25 02:22:56,user2057@example.com
2180,2180,Associate Professor,Computer Science,0,2003-05-15 06:06:47,user9801@example.com
2181,2181,Associate Professor,Mathematics,1,2021-07-18 19:42:28,user6908@example.com
2182,2182,Assistant Professor,Mathematics,0,2018-08-19 23:19:45,user8952@example.com
2183,2183,Assistant Professor,Mathematics,1,2010-10-17 03:03:10,user9941@example.com
2184,2184,Assistant Professor,Art,1,2001-05-28 15:22:24,user5392@example.com
2185,2185,Professor,Mathematics,1,2016-01-15 18:36:55,user6144@example.com
2186,2186,Professor,Physics,0,2009-09-26 07:32:02,user7436@example.com
2187,2187,Associate Professor,Mathematics,0,2022-02-22 22:34:23,user6390@example.com
2188,2188,Assistant Professor,Art,1,2008-06-16 23:03:21,user4420@example.com
2189,2189,Professor,Art,1,2018-06-12 23:26:09,user7706@example.com
2190,2190,Professor,Physics,1,2001-09-07 06:16:54,user9202@example.com
2191,2191,Assistant Professor,Computer Science,1,2021-05-26 23:57:53,user5822@example.com
2192,2192,Assistant Professor,Mathematics,1,2008-03-07 18:10:22,user1172@example.com
2193,2193,Professor,Computer Science,0,2017-06-03 03:27:50,user2872@example.com
2194,2194,Assistant Professor,English,1,2004-06-19 08:25:54,user7863@example.com
2195,2195,Assistant Professor,Computer Science,1,2015-09-18 06:50:24,user2313@example.com
2196,2196,Professor,Computer Science,0,2004-02-27 14:56:22,user2339@example.com
2197,2197,Associate Professor,English,0,2001-07-24 13:39:34,user6968@example.com
2198,2198,Assistant Professor,Computer Science,0,2023-06-19 11:03:41,user8284@example.com
2199,2199,Associate Professor,Physics,1,2007-10-14 11:21:49,user9782@example.com
2200,2200,Assistant Professor,Computer Science,1,2013-07-04 19:42:40,user7455@example.com
2201,2201,Associate Professor,Electrical Engineering,1,2007-03-18 12:56:05,user5176@example.com
2202,2202,Assistant Professor,Physics,0,2018-10-05 16:52:44,user8989@example.com
2203,2203,Associate Professor,Mathematics,0,2012-05-07 04:20:16,user4672@example.com
2204,2204,Assistant Professor,Computer Science,0,2012-04-09 06:12:13,user7785@example.com
2205,2205,Professor,Physics,1,2003-11-25 11:15:23,user9839@example.com
2206,2206,Professor,Electrical Engineering,0,2002-11-12 18:48:29,user7816@example.com
2207,2207,Assistant Professor,Electrical Engineering,0,2021-08-02 03:40:41,user4963@example.com
2208,2208,Associate Professor,Electrical Engineering,1,2000-07-10 10:14:27,user1600@example.com
2209,2209,Assistant Professor,Physics,1,2009-02-13 03:01:41,user6008@example.com
2210,2210,Professor,Electrical Engineering,1,2006-09-25 16:15:44,user4333@example.com
2211,2211,Associate Professor,Computer Science,1,2023-07-23 15:53:29,user8901@example.com
2212,2212,Professor,English,0,2022-01-10 04:28:46,user8358@example.com
2213,2213,Associate Professor,English,1,2002-07-17 06:41:31,user5024@example.com
2214,2214,Assistant Professor,Physics,1,2012-07-03 22:20:25,user9299@example.com
2215,2215,Associate Professor,English,0,2010-04-05 18:02:14,user9532@example.com
2216,2216,Assistant Professor,Mathematics,0,2006-06-18 21:23:10,user3369@example.com
2217,2217,Professor,Physics,0,2011-02-17 14:58:11,user2857@example.com
2218,2218,Professor,Electrical Engineering,1,2017-08-22 16:03:17,user2095@example.com
2219,2219,Professor,Mathematics,1,2018-04-16 19:33:04,user1435@example.com
2220,2220,Associate Professor,Electrical Engineering,0,2023-11-13 05:27:33,user4997@example.com
2221,2221,Associate Professor,Art,0,2016-02-01 22:36:20,user6840@example.com
2222,2222,Associate Professor,English,0,2002-03-07 07:56:37,user6978@example.com
2223,2223,Associate Professor,Physics,1,2011-02-22 18:51:32,user6200@example.com
2224,2224,Assistant Professor,Electrical Engineering,1,2012-02-16 23:19:32,user6807@example.com
2225,2225,Professor,English,0,2001-08-12 11:58:07,user7884@example.com
2226,2226,Associate Professor,English,0,2002-06-14 03:14:45,user1433@example.com
2227,2227,Assistant Professor,Computer Science,1,2023-05-01 01:59:04,user1322@example.com
2228,2228,Associate Professor,English,0,2004-06-22 17:31:02,user9423@example.com
2229,2229,Professor,English,0,2011-11-06 04:25:40,user3624@example.com
2230,2230,Associate Professor,English,1,2013-05-01 23:53:39,user8526@example.com
2231,2231,Associate Professor,Art,0,2014-09-19 10:23:43,user5517@example.com
2232,2232,Assistant Professor,Electrical Engineering,1,2003-04-24 05:27:59,user9079@example.com
2233,2233,Professor,English,0,2021-02-07 13:49:59,user4293@example.com
2234,2234,Professor,English,1,2016-08-23 17:47:03,user1298@example.com
2235,2235,Professor,Electrical Engineering,0,2011-01-10 04:45:02,user2396@example.com
2236,2236,Associate Professor,Art,1,2007-08-05 18:56:22,user4148@example.com
2237,2237,Associate Professor,Electrical Engineering,1,2004-05-08 05:48:12,user1393@example.com
2238,2238,Assistant Professor,Physics,0,2005-04-20 19:16:37,user9675@example.com
2239,2239,Professor,Electrical Engineering,1,2004-09-09 02:55:45,user8284@example.com
2240,2240,Professor,English,1,2002-02-06 21:30:12,user4009@example.com
2241,2241,Associate Professor,Computer Science,1,2002-11-20 03:40:11,user6919@example.com
2242,2242,Assistant Professor,English,0,2016-07-03 20:34:09,user9620@example.com
2243,2243,Associate Professor,Physics,1,2007-04-18 07:34:54,user9098@example.com
2244,2244,Professor,English,1,2020-01-27 11:40:57,user3056@example.com
2245,2245,Associate Professor,Electrical Engineering,0,2014-03-19 08:39:13,user9666@example.com
2246,2246,Professor,Computer Science,0,2012-01-26 15:47:22,user3093@example.com
2247,2247,Associate Professor,Physics,1,2005-10-16 15:24:54,user8155@example.com
2248,2248,Assistant Professor,Electrical Engineering,1,2016-11-28 18:28:51,user7036@example.com
2249,2249,Professor,English,0,2002-06-22 12:58:06,user6003@example.com
2250,2250,Professor,Art,0,2009-06-13 02:02:43,user4807@example.com
2251,2251,Assistant Professor,English,1,2001-07-25 23:02:09,user2220@example.com
2252,2252,Professor,Computer Science,0,2003-05-25 13:40:24,user9148@example.com
2253,2253,Professor,English,0,2015-11-26 19:07:14,user6640@example.com
2254,2254,Professor,Physics,0,2011-07-24 11:02:13,user3454@example.com
2255,2255,Professor,Electrical Engineering,0,2020-03-25 02:06:07,user2622@example.com
2256,2256,Assistant Professor,Electrical Engineering,0,2017-04-06 18:18:54,user1486@example.com
2257,2257,Assistant Professor,Art,0,2000-05-11 20:36:47,user1381@example.com
2258,2258,Professor,Art,0,2013-09-21 19:21:25,user1067@example.com
2259,2259,Associate Professor,Computer Science,0,2013-07-22 16:19:48,user7705@example.com
2260,2260,Assistant Professor,Physics,1,2021-10-08 16:48:02,user7519@example.com
2261,2261,Assistant Professor,Mathematics,0,2019-12-26 06:23:37,user2631@example.com
2262,2262,Associate Professor,Electrical Engineering,1,2017-07-27 09:23:11,user7439@example.com
2263,2263,Associate Professor,Electrical Engineering,0,2009-07-23 03:41:48,user2406@example.com
2264,2264,Assistant Professor,Electrical Engineering,0,2005-01-24 13:08:30,user9248@example.com
2265,2265,Assistant Professor,English,0,2019-04-17 14:17:06,user7200@example.com
2266,2266,Assistant Professor,Mathematics,1,2021-06-06 18:46:32,user5622@example.com
2267,2267,Associate Professor,Computer Science,1,2019-04-25 15:06:42,user3585@example.com
2268,2268,Associate Professor,Mathematics,1,2015-04-18 17:03:25,user7132@example.com
2269,2269,Professor,Electrical Engineering,0,2008-11-07 13:07:55,user7825@example.com
2270,2270,Assistant Professor,English,0,2004-08-16 07:29:45,user6668@example.com
2271,2271,Associate Professor,Art,0,2015-02-26 08:10:34,user7967@example.com
2272,2272,Associate Professor,Electrical Engineering,0,2015-01-21 09:36:22,user3221@example.com
2273,2273,Associate Professor,Art,1,2015-05-26 19:59:25,user8320@example.com
2274,2274,Professor,Computer Science,1,2003-04-11 20:21:26,user9523@example.com
2275,2275,Professor,Electrical Engineering,0,2011-03-06 18:13:51,user7123@example.com
2276,2276,Associate Professor,English,0,2016-05-09 09:02:14,user3093@example.com
2277,2277,Assistant Professor,English,0,2007-10-25 10:17:08,user4576@example.com
2278,2278,Associate Professor,Electrical Engineering,0,2007-11-24 01:36:52,user8011@example.com
2279,2279,Professor,Electrical Engineering,0,2015-07-01 21:26:47,user7482@example.com
2280,2280,Professor,Electrical Engineering,1,2019-12-05 04:29:21,user8771@example.com
2281,2281,Professor,Mathematics,0,2005-02-04 19:53:26,user9687@example.com
2282,2282,Professor,Computer Science,0,2015-09-01 11:03:15,user3129@example.com
2283,2283,Professor,English,1,2002-01-28 11:41:48,user8541@example.com
2284,2284,Assistant Professor,Electrical Engineering,1,2008-03-25 20:51:38,user3979@example.com
2285,2285,Assistant Professor,Art,1,2016-10-14 14:12:55,user4640@example.com
2286,2286,Associate Professor,Art,0,2007-05-05 06:10:05,user6549@example.com
2287,2287,Associate Professor,Electrical Engineering,1,2023-02-19 10:00:15,user3671@example.com
2288,2288,Assistant Professor,Mathematics,1,2001-09-15 15:13:26,user7986@example.com
2289,2289,Associate Professor,English,1,2005-07-02 22:11:39,user4567@example.com
2290,2290,Professor,Electrical Engineering,0,2017-04-06 12:17:59,user2934@example.com
2291,2291,Professor,Art,0,2017-12-27 19:15:50,user2360@example.com
2292,2292,Assistant Professor,Electrical Engineering,0,2015-10-05 16:30:19,user2322@example.com
2293,2293,Assistant Professor,Physics,1,2007-06-04 16:19:22,user6586@example.com
2294,2294,Associate Professor,Electrical Engineering,0,2002-10-07 11:21:04,user9901@example.com
2295,2295,Associate Professor,Computer Science,1,2016-10-11 16:11:58,user2652@example.com
2296,2296,Assistant Professor,English,0,2018-04-03 12:09:08,user2905@example.com
2297,2297,Professor,Mathematics,0,2022-11-15 13:46:05,user7662@example.com
2298,2298,Associate Professor,Mathematics,0,2000-02-25 18:39:54,user8792@example.com
2299,2299,Associate Professor,Mathematics,0,2023-08-11 03:17:02,user3629@example.com
2300,2300,Assistant Professor,Physics,1,2023-09-02 06:29:56,user8768@example.com
2301,2301,Professor,Electrical Engineering,1,2018-04-19 12:52:30,user8396@example.com
2302,2302,Associate Professor,Computer Science,1,2004-05-27 04:08:14,user6121@example.com
2303,2303,Associate Professor,Physics,0,2023-10-17 10:09:30,user8276@example.com
2304,2304,Associate Professor,Mathematics,0,2016-02-02 03:41:20,user9723@example.com
2305,2305,Associate Professor,Mathematics,1,2014-02-15 04:37:10,user2254@example.com
2306,2306,Associate Professor,Physics,1,2005-12-14 13:41:31,user9678@example.com
2307,2307,Assistant Professor,Computer Science,0,2006-02-24 07:27:00,user8425@example.com
2308,2308,Associate Professor,Mathematics,1,2016-02-18 17:28:31,user2358@example.com
2309,2309,Assistant Professor,Electrical Engineering,0,2000-08-15 09:54:07,user3945@example.com
2310,2310,Assistant Professor,Mathematics,0,2004-08-27 10:54:52,user8213@example.com
2311,2311,Professor,English,0,2008-02-15 17:09:44,user4691@example.com
2312,2312,Assistant Professor,Physics,1,2005-06-06 10:36:28,user9031@example.com
2313,2313,Professor,Electrical Engineering,1,2004-07-13 17:34:33,user3020@example.com
2314,2314,Professor,Electrical Engineering,0,2007-11-17 06:42:15,user9849@example.com
2315,2315,Associate Professor,Physics,0,2012-08-17 14:30:35,user4266@example.com
2316,2316,Associate Professor,Art,1,2016-09-11 03:40:05,user9464@example.com
2317,2317,Associate Professor,Art,1,2002-09-13 21:01:25,user1516@example.com
2318,2318,Associate Professor,English,0,2006-07-27 20:51:08,user9440@example.com
2319,2319,Assistant Professor,English,0,2018-02-08 05:22:54,user7259@example.com
2320,2320,Assistant Professor,Electrical Engineering,1,2007-06-10 14:58:48,user2379@example.com
2321,2321,Associate Professor,English,1,2008-04-21 19:59:02,user1471@example.com
2322,2322,Associate Professor,Art,0,2006-09-06 15:26:56,user7961@example.com
2323,2323,Assistant Professor,Computer Science,1,2014-04-08 17:44:13,user4620@example.com
2324,2324,Professor,Art,0,2011-11-01 19:41:43,user6238@example.com
2325,2325,Associate Professor,English,0,2009-11-06 07:25:24,user1786@example.com
2326,2326,Professor,Computer Science,1,2020-10-02 22:30:38,user4601@example.com
2327,2327,Associate Professor,Art,1,2011-01-11 23:33:51,user4662@example.com
2328,2328,Assistant Professor,Electrical Engineering,1,2004-06-26 18:11:49,user2626@example.com
2329,2329,Professor,English,1,2002-09-02 15:21:01,user4769@example.com
2330,2330,Assistant Professor,Physics,1,2001-02-05 02:40:05,user5558@example.com
2331,2331,Associate Professor,Mathematics,1,2016-11-19 11:57:22,user8339@example.com
2332,2332,Professor,Art,1,2015-02-06 22:13:17,user2326@example.com
2333,2333,Professor,Computer Science,1,2008-12-17 10:22:10,user9275@example.com
2334,2334,Assistant Professor,English,0,2006-06-28 12:16:17,user4273@example.com
2335,2335,Professor,Electrical Engineering,1,2005-04-15 14:28:59,user8248@example.com
2336,2336,Assistant Professor,Electrical Engineering,1,2014-08-12 18:13:16,user5878@example.com
2337,2337,Associate Professor,English,1,2021-07-12 11:50:44,user5163@example.com
2338,2338,Assistant Professor,Computer Science,0,2013-11-06 22:53:37,user2663@example.com
2339,2339,Assistant Professor,Art,1,2021-10-23 14:27:36,user2329@example.com
2340,2340,Assistant Professor,Art,1,2008-12-12 07:33:45,user3684@example.com
2341,2341,Assistant Professor,English,0,2000-04-02 10:35:06,user8698@example.com
2342,2342,Professor,Electrical Engineering,1,2012-12-13 13:59:39,user3900@example.com
2343,2343,Associate Professor,Computer Science,1,2009-05-06 23:58:59,user3751@example.com
2344,2344,Associate Professor,Physics,0,2019-03-03 16:51:17,user9953@example.com
2345,2345,Associate Professor,Physics,1,2006-05-26 21:04:24,user1782@example.com
2346,2346,Associate Professor,Mathematics,0,2021-12-26 11:41:17,user9019@example.com
2347,2347,Professor,Computer Science,1,2013-11-21 18:46:13,user3333@example.com
2348,2348,Professor,English,1,2021-12-22 07:38:35,user5027@example.com
2349,2349,Assistant Professor,Electrical Engineering,0,2003-07-17 02:06:21,user3619@example.com
2350,2350,Professor,Computer Science,0,2003-03-25 21:48:26,user8578@example.com
2351,2351,Assistant Professor,English,1,2003-03-27 15:38:10,user2746@example.com
2352,2352,Assistant Professor,Physics,1,2016-01-24 09:57:13,user7090@example.com
